,T2M,RH2M,Date
1346,27.63,92.44,2019-09-08
1347,27.52,94.38,2019-09-09
1348,28.08,91.5,2019-09-10
1349,27.55,90.44,2019-09-11
1350,27.55,89.5,2019-09-12
1351,27.01,91.44,2019-09-13
1352,27.35,91.06,2019-09-14
1353,27.25,90.12,2019-09-15
1354,27.46,87.5,2019-09-16
1355,28.1,85.25,2019-09-17
1356,28.65,87.38,2019-09-18
1357,27.94,86.44,2019-09-19
1358,27.4,86.75,2019-09-20
1359,27.2,88.25,2019-09-21
1360,27.98,84.94,2019-09-22
1361,27.93,86.06,2019-09-23
1362,28.26,82.94,2019-09-24
1363,27.8,86.06,2019-09-25
1364,27.25,89.69,2019-09-26
1365,26.2,92.44,2019-09-27
1366,26.67,91.69,2019-09-28
1367,26.39,90.06,2019-09-29
1368,26.51,90.5,2019-09-30
1369,26.73,90.31,2019-10-01
1370,27.06,87.19,2019-10-02
1371,27.08,85.31,2019-10-03
1372,26.71,85.06,2019-10-04
1373,27.08,80.12,2019-10-05
1374,27.19,78.0,2019-10-06
1375,26.65,82.06,2019-10-07
1376,26.83,81.44,2019-10-08
1377,27.22,80.38,2019-10-09
1378,26.43,79.62,2019-10-10
1379,25.63,71.75,2019-10-11
1380,25.07,72.75,2019-10-12
1381,25.35,72.94,2019-10-13
1382,26.58,70.19,2019-10-14
1383,27.37,69.81,2019-10-15
